PC1,PC2,Sample
5.164261911268331,0.1169116775600666,0
0.9714793992978077,0.04484316352550151,1
-0.09034506102828058,0.11293327111790183,2
-1.2436581094729677,-0.11612517494684986,3
-3.0894411493244007,2.2805694758348447,4
1.8086789379638328,-0.07837926002395915,5
2.6789777296079205,0.057340151160241805,6
4.35658184535162,0.02841910712071335,7
2.6329012316357003,-0.046744307913405996,8
3.549060176661278,0.0693227893356222,9
2.4558206497866144,-0.07054040024124952,10
-3.849305170597854,0.25282791319547365,11
1.153297375552396,0.0561744968822503,12
-4.607167771938326,0.32407356753876687,13
-0.6969700207016178,0.08405418329329659,14
2.461501432249444,-0.05640323317120763,15
4.332179273437489,0.0014287259142606538,16
3.3248800928746705,0.015567756846197255,17
3.039213950454771,0.041790887675881225,18
2.1171172515795647,-0.09014181112733302,19
4.88186973819141,0.019222037151266556,20
0.14631844543225378,0.2736000591818063,21
-4.7350985910848475,0.9471722526252708,22
-1.2717757649811492,0.026697738643563305,23
3.6639379010202155,0.05845059911074489,24
3.825118837553915,0.05117874243939153,25
6.61755438838526,0.0794037922975725,26
4.120386686002584,-0.007411055272156017,27
2.408096570705397,0.04249287541753502,28
-5.192160316922681,-0.015233497505873982,29
-3.8750420764418556,-0.2016057627843062,30
6.027511039054885,-0.057885123068109674,31
-5.060802761148182,-0.13221996751288892,32
-0.8964362417835903,-0.0001475270239946075,33
-1.3932247745692428,-0.05307240158734899,34
-4.72497609743878,0.5101056797638425,35
1.3905906745729861,-0.002755731190500796,36
3.234717188955182,-0.009861327213073291,37
5.940135917475802,0.049340587869704716,38
3.478106166185457,0.07713142786121067,39
4.839022834551291,0.02211248041694793,40
3.033907990034231,-0.054115284981641365,41
2.2801629876337675,-0.09311245937210393,42
1.781061611251478,0.029157691314895897,43
2.2517839266656843,0.028609035551291507,44
-0.36546121401121684,0.5126485614427547,45
-1.9850844385230428,0.3510988563395922,46
1.893242172711228,-0.06124841444124454,47
0.34146674727036713,0.049587617927377654,48
1.740882192001665,-0.11630214656410427,49
-2.00096407322031,0.23961038579088578,50
-0.5746973703589378,0.05185185766522025,51
2.6699250585679737,-0.09179096659908,52
4.643612063952247,-0.0194494856555327,53
2.226621360567355,0.01624227111294134,54
3.8458380109312635,-0.0017026060942483129,55
5.039396999600499,0.018719555035375864,56
1.8937762924532264,-0.019270901505618287,57
0.5777588209545295,-0.057599374033421115,58
-1.3718098971950219,-0.27481331055503094,59
4.096197119114414,-0.02207564029076393,60
2.533684319746958,0.06067132220745128,61
2.669801110768104,-0.00416418655354938,62
-3.826041074294095,0.5500394697219304,63
-2.0028889872663673,-0.30450327996011206,64
-1.3975639799208652,0.23988205622014822,65
3.9268377506070835,0.05098641921818159,66
1.8166374732029642,0.015082267092398976,67
-0.2193849687206684,0.019596197970722977,68
4.010042862759007,-0.1520691186242522,69
4.066995644936692,0.021770217018780253,70
2.7685863283209016,0.01666226414845023,71
0.3082118979258047,0.31900544196943065,72
4.003689649364657,-0.027587794292749213,73
0.15573223758967283,0.04187857306308049,74
3.0982375657043724,-0.06074700671857046,75
2.27451745346319,0.03095776122362907,76
3.2633725512641822,0.15595825443745748,77
1.733683455320243,-0.08731372790726588,78
4.921225975072122,-0.0031659062471893653,79
-2.6463381646728754,0.014936947176702615,80
1.7098351549766104,-0.038604663769194025,81
3.419948960517265,-0.1066441724234707,82
3.37743112145995,-0.016163918720369982,83
-4.0155894487298704,0.2590240087250806,84
4.631287562843364,0.05409550811859911,85
0.09963608439170253,0.030038828460633858,86
3.4707411947563687,-0.09946175300727628,87
-0.06269226772077124,-0.0926171538051171,88
2.578633451298205,0.03311374623183681,89
5.850268968542375,0.04455383001118191,90
3.157585501929501,-0.06263033104669331,91
4.640328230941655,-0.01589018037808844,92
-0.24720592372944,-0.048010855695649,93
4.461455362758799,0.008082476230259856,94
4.863641982376576,0.0029837251146751257,95
-0.6169366246636864,-0.08604467911056558,96
-1.9563512678254573,1.1946099505179348,97
1.039852690766003,-0.07166151744775182,98
1.4829311374003205,0.028749079212676408,99
3.4768646567406325,-0.009139530188777724,100
0.5738591578574084,-0.04785606351348972,101
4.310426994149848,0.01791405447935832,102
4.828827073141663,0.03239444147396289,103
1.814246527317669,0.060258636831670105,104
2.038005373275125,-0.09998818849371628,105
3.816753267378289,0.02119657909899759,106
-0.29578257135834046,0.07017574465811491,107
5.813490778323862,0.055588589570523,108
3.9123568717986603,-0.010168815169325763,109
3.4759073468740644,0.021985370793837524,110
1.1028503346788026,0.5643355564416801,111
2.6282418681843644,-0.06220802340662865,112
-2.313281248201509,-0.274130960765201,113
2.0497439168034295,-0.0015672575957107672,114
2.7788503750661344,0.015706966605892533,115
6.965990510187822,0.06362307745638399,116
-2.6292486816234644,-0.12418954185850602,117
-4.2248621287603765,-0.09794996776798574,118
1.5186823812825898,-0.015602404377120198,119
4.415336354121725,-0.0030534120119633796,120
-2.8680657560444565,0.5165548623585559,121
1.9485999863935564,0.022628034963562357,122
-2.969977966004346,-0.21313274258297668,123
3.2742784118208244,-0.1571055756328348,124
4.521192381987868,0.0077987831296823865,125
3.818582763318131,0.016753003992728693,126
3.3934234542020563,0.0005845986713206925,127
0.5512629557823374,-0.12835704990974567,128
2.5129942251794235,0.03145264875064188,129
3.319528371904453,-0.06957982569309773,130
-0.45088638848720136,0.015527018508436753,131
5.8946593522180954,-0.02975847942555592,132
0.7530235352244811,-0.004034735572737196,133
3.2622991924062914,-0.040276555102109826,134
-4.8068055751319525,0.05224695365678988,135
2.3851064638238286,-0.050216550751146706,136
0.9581040272391905,-0.03933971574265679,137
2.3477663075450605,-0.07429374160425606,138
-4.536690419610054,0.45371653915348914,139
-1.7827204632302265,0.22560211527491614,140
-1.5089578801423271,-0.2021530349984114,141
3.4189125671015614,-0.09582124676901034,142
-0.4108762977753433,-0.0669037658609783,143
3.525198631245432,-0.05390279023826059,144
2.5554795901854734,-0.027136833534394663,145
-2.796492231377994,-0.17917124902403753,146
-2.517759276594124,0.006482412195755235,147
3.2139498070935724,0.004907620358437064,148
4.03908457923425,0.03945291227884535,149
3.301164161604727,0.01113875018000856,150
-0.3534612375463937,0.041856368624847165,151
1.623437779827136,0.08825916669789546,152
-0.6361192556986771,0.13123207404291887,153
1.5001794121067857,-0.006288012448923497,154
1.9045122311081542,-0.03256552957526159,155
2.7659833198022428,-0.0590600105503438,156
0.3593747962053737,-0.06094063411946423,157
3.8767122681912745,-0.06107341302416535,158
0.8697382622233085,-0.039134417986506916,159
2.5449056927621756,-0.08750627324741371,160
2.555103636704345,0.030646799364659298,161
2.0579264076009567,-0.11054341607446119,162
1.8364822120981479,-0.03196247728695041,163
1.9632846088432927,-0.00986574211272363,164
3.929546657721533,0.035534814414010144,165
-4.93947861578646,0.11669468606210684,166
3.979027088593549,0.02825302081797091,167
4.162471594119248,0.028782562094635453,168
2.5095818084290427,0.029538084852536818,169
5.76042469544601,-0.005099367071418175,170
2.525870245461996,0.007432902552673448,171
2.7508071623952963,0.08950807789608173,172
3.883915616762039,-0.01449373853516587,173
-0.46017017852510356,-0.01949839091244946,174
1.2982827954548215,0.045423608903621175,175
1.3933025171675177,0.0009362023431073384,176
3.2539563119387203,-0.08104114520386513,177
3.3169671739664874,0.027006770296153705,178
3.3876940897901444,-0.07901675480426433,179
3.6386960972533977,-0.025403158444164683,180
-3.9596167112331724,1.7231297048467265,181
1.9777257168198048,-0.0500208359855798,182
2.478285765119576,-0.07014202585642466,183
2.2963966157111733,-0.004267740836543142,184
-0.36788198300296093,-0.08438597457730583,185
4.290733541186236,-0.02297415109017582,186
5.648113209352168,0.03743391069086813,187
5.192035872221982,0.0016802883273359743,188
1.7238078395690093,-0.039901765250587,189
0.34968704885965696,-0.19762476564881598,190
3.323686686869716,0.02208152896492202,191
1.702405497720512,0.022033034334902307,192
0.39067404834172265,0.3112373053553105,193
2.466284046176409,-0.07130105404049164,194
-3.0862004979935365,1.3942303196866959,195
-5.131804100082685,0.15698955559486943,196
3.104076335845585,0.02265988113292402,197
4.400909624009065,-0.001107942914766235,198
0.46932241178785017,0.0646353403652343,199
2.406499706964651,-0.016698085723569074,200
2.622885671219224,0.0032589529223253084,201
3.8807385366876073,0.09191169690042905,202
3.1370317110653234,0.13207431905301814,203
1.6606445225177926,0.025040104024769888,204
0.6856453402518184,0.024098239103848975,205
2.903652412939995,0.026577810281868605,206
-1.5868712585676301,0.005014718926172606,207
1.572296998888197,-0.10042333130177539,208
1.9917095934996836,0.04395334392866007,209
-3.550906423763968,0.1937285684227087,210
3.3073281766558384,-0.03129435001879485,211
2.7504684867755866,-0.01097376929622747,212
3.5240102052895725,0.026043247025444985,213
3.5132085303688925,-0.03570663222960884,214
-0.7482686530138314,-0.2824936547695589,215
3.1865453912813466,-0.048055634212878,216
4.761717421888067,0.08608417981946169,217
3.889318529042919,0.005012857481571456,218
4.633386729341769,0.006592131153315754,219
-0.5765077556108291,0.16046819984695165,220
4.938281538294804,0.004197820707983629,221
4.864287125013539,0.13376585941622726,222
1.8028947978098395,-0.003989544591404089,223
5.29134318280464,0.014834684499029227,224
4.352810433139856,-0.00863351154461619,225
-1.7613015128432414,-0.07177918947413787,226
3.714781375793017,0.02189752113277677,227
3.7270109257587345,0.04199583640998453,228
5.1167972969601525,-0.025652833851512496,229
3.9195140908981343,0.04720228074383576,230
2.657731190976899,-0.015160896115254983,231
-1.3411329631184612,0.07514742248778956,232
-5.087123055430724,0.15699264674400157,233
-3.1142690938828648,0.4115864586981631,234
3.73735250403385,-0.04615430096042699,235
4.223053683172746,0.04166091553354652,236
-3.0353668053611647,0.05477437587243775,237
-4.64401223650887,0.16004301351391528,238
0.27340866703133226,-0.1555047640457804,239
1.8341217937354026,0.014369443320008751,240
0.28961811677706667,-0.06713490688323674,241
3.586320066912872,-0.0781603998542511,242
1.1436849679577579,-0.023202738320903478,243
4.918767149185077,-0.01917906377396479,244
4.311994679207902,0.19499446756470784,245
4.258395867577127,0.04520555054954225,246
2.3914178729186557,0.008786694201518307,247
-3.2373890433255057,0.03173765773328029,248
3.417288863643915,-0.07394357168922211,249
4.5598312183881715,0.006869646982581454,250
-5.005378861236956,-0.04036526074984128,251
-1.6298836285140013,-0.08719084998288389,252
-0.7937433699814281,0.37596830269628684,253
3.573646851387636,-0.0995202386634248,254
2.6037600900038527,-0.006389942890172301,255
3.118463955951196,-0.0017072569989957822,256
