RR,Variable,RMSE,MAE,Std,Group
RR-1,Accumulated_Dose_mGy_d,0.6421283898912937,0.5375373959541321,2.237173684117453,anomalous
RR-1,CO2_ppm_ISS,57.47062131605265,45.48680877685547,561.931488977895,anomalous
RR-1,GCR_Dose_mGy_d,5.909600078034664e-05,5.85083726036828e-05,0.0036464289999548227,anomalous
RR-1,RH_percent_ISS,1.0251361640179937,0.8436205983161926,6.769546327470513,anomalous
RR-1,SAA_Dose_mGy_d,0.0012813427629208,0.0009799977997317,0.010072615614643834,anomalous
RR-1,Temp_degC_ISS,0.0739850833137869,0.0577134750783443,0.8070219077057607,anomalous
RR-1,Total_Dose_mGy_d,0.0013618361548791,0.0013183611445128,0.008175089181883735,anomalous
