gene,log2FoldChange
ENSMUSG00000092574,2.88334776042426
ENSMUSG00000021647,2.06415739073563
ENSMUSG00000026077,1.67981962491244
ENSMUSG00000055116,1.51464247256048
ENSMUSG00000026387,1.41781788102417
ENSMUSG00000028876,1.10488352279619
ENSMUSG00000097746,0.857393843099094
ENSMUSG00000054976,0.843778264170935
ENSMUSG00000038037,0.790214300796985
ENSMUSG00000002324,0.746198359502804
