gene,log2FoldChange
ENSMUSG00000078162,6.79039210706756
ENSMUSG00000118229,6.14973529080884
ENSMUSG00000019942,3.37288022597586
ENSMUSG00000021250,3.1158238548021
ENSMUSG00000117713,3.05777380481655
ENSMUSG00000049723,3.03655446366563
ENSMUSG00000027338,2.95900882835951
ENSMUSG00000046828,2.8908496528121
ENSMUSG00000043760,2.69994649237979
ENSMUSG00000102112,2.66535397727469
