timestamp,seasonal
2017-12-15 00:00:00+00:00,-0.0019683732045193527
2017-12-15 00:01:00+00:00,-0.0019656745342089537
2017-12-15 00:02:00+00:00,-0.0019629752343173937
2017-12-15 00:03:00+00:00,-0.0019602753020347935
2017-12-15 00:04:00+00:00,-0.0019575747347095837
2017-12-15 00:05:00+00:00,-0.0019548735297991986
2017-12-15 00:06:00+00:00,-0.0019521716849105846
2017-12-15 00:07:00+00:00,-0.0019494691977729748
2017-12-15 00:08:00+00:00,-0.001946766066268863
2017-12-15 00:09:00+00:00,-0.0019440622884117997
2017-12-15 00:10:00+00:00,-0.0019413578623474665
2017-12-15 00:11:00+00:00,-0.0019386527863676515
2017-12-15 00:12:00+00:00,-0.001935947058900186
2017-12-15 00:13:00+00:00,-0.0019332406785140862
2017-12-15 00:14:00+00:00,-0.0019305336439134524
2017-12-15 00:15:00+00:00,-0.0019278259539482526
2017-12-15 00:16:00+00:00,-0.0019251176076037666
2017-12-15 00:17:00+00:00,-0.0019224086040171935
2017-12-15 00:18:00+00:00,-0.0019196989424597934
2017-12-15 00:19:00+00:00,-0.0019169886223493636
2017-12-15 00:20:00+00:00,-0.0019142776432522408
2017-12-15 00:21:00+00:00,-0.0019115660048774877
2017-12-15 00:22:00+00:00,-0.0019088537070792245
2017-12-15 00:23:00+00:00,-0.0019061407498704433
2017-12-15 00:24:00+00:00,-0.0019034271334099234
2017-12-15 00:25:00+00:00,-0.001900712857989526
2017-12-15 00:26:00+00:00,-0.001897997924086099
2017-12-15 00:27:00+00:00,-0.0018952823323155005
2017-12-15 00:28:00+00:00,-0.0018925660834592257
2017-12-15 00:29:00+00:00,-0.0018898491784511856
2017-12-15 00:30:00+00:00,-0.0018871316183985242
2017-12-15 00:31:00+00:00,-0.0018844134045557502
2017-12-15 00:32:00+00:00,-0.0018816945383561855
2017-12-15 00:33:00+00:00,-0.0018789750213844207
2017-12-15 00:34:00+00:00,-0.0018762548554002094
2017-12-15 00:35:00+00:00,-0.0018735340423206572
2017-12-15 00:36:00+00:00,-0.001870812584237319
2017-12-15 00:37:00+00:00,-0.0018680904834169952
2017-12-15 00:38:00+00:00,-0.0018653677422799007
2017-12-15 00:39:00+00:00,-0.001862644363438581
2017-12-15 00:40:00+00:00,-0.0018599203496489762
2017-12-15 00:41:00+00:00,-0.0018571957038721464
2017-12-15 00:42:00+00:00,-0.001854470429220304
2017-12-15 00:43:00+00:00,-0.0018517445289857881
2017-12-15 00:44:00+00:00,-0.0018490180066431199
2017-12-15 00:45:00+00:00,-0.0018462908658418735
2017-12-15 00:46:00+00:00,-0.0018435631103990303
2017-12-15 00:47:00+00:00,-0.00184083474433259
2017-12-15 00:48:00+00:00,-0.0018381057718122305
2017-12-15 00:49:00+00:00,-0.0018353761972093115
2017-12-15 00:50:00+00:00,-0.0018326460250662545
2017-12-15 00:51:00+00:00,-0.0018299152601164868
2017-12-15 00:52:00+00:00,-0.0018271839072698777
2017-12-15 00:53:00+00:00,-0.0018244519716209887
2017-12-15 00:54:00+00:00,-0.0018217194584586127
2017-12-15 00:55:00+00:00,-0.0018189863732473706
2017-12-15 00:56:00+00:00,-0.0018162527216541422
2017-12-15 00:57:00+00:00,-0.0018135185095098658
2017-12-15 00:58:00+00:00,-0.0018107837428524038
2017-12-15 00:59:00+00:00,-0.0018080484279117475
2017-12-15 01:00:00+00:00,-0.0018053125710864651
2017-12-15 01:01:00+00:00,-0.001802576178994623
2017-12-15 01:02:00+00:00,-0.0017998392584261348
2017-12-15 01:03:00+00:00,-0.0017971018163715487
2017-12-15 01:04:00+00:00,-0.001794363860004402
2017-12-15 01:05:00+00:00,-0.0017916253967135936
2017-12-15 01:06:00+00:00,-0.0017888864340560734
2017-12-15 01:07:00+00:00,-0.0017861469798279316
2017-12-15 01:08:00+00:00,-0.001783407042005621
2017-12-15 01:09:00+00:00,-0.0017806666288004483
2017-12-15 01:10:00+00:00,-0.0017779257486215277
2017-12-15 01:11:00+00:00,-0.0017751844100989333
2017-12-15 01:12:00+00:00,-0.0017724426220613219
2017-12-15 01:13:00+00:00,-0.0017697016114462598
2017-12-15 01:14:00+00:00,-0.001766962626215415
2017-12-15 01:15:00+00:00,-0.0017642256448602463
2017-12-15 01:16:00+00:00,-0.0017614906458116983
2017-12-15 01:17:00+00:00,-0.001758757607553867
2017-12-15 01:18:00+00:00,-0.0017560265086026417
2017-12-15 01:19:00+00:00,-0.0017532973275362694
2017-12-15 01:20:00+00:00,-0.001750570043453906
2017-12-15 01:21:00+00:00,-0.0017478446353863253
2017-12-15 01:22:00+00:00,-0.0017451210820712188
2017-12-15 01:23:00+00:00,-0.0017423993623372882
2017-12-15 01:24:00+00:00,-0.0017396794550866696
2017-12-15 01:25:00+00:00,-0.0017369613393337833
2017-12-15 01:26:00+00:00,-0.0017342449942008287
2017-12-15 01:27:00+00:00,-0.0017315303989071742
2017-12-15 01:28:00+00:00,-0.0017288175328216996
2017-12-15 01:29:00+00:00,-0.0017261075106463893
2017-12-15 01:30:00+00:00,-0.0017234002579717069
2017-12-15 01:31:00+00:00,-0.0017206958791446763
2017-12-15 01:32:00+00:00,-0.0017179943792729592
2017-12-15 01:33:00+00:00,-0.0017152957590139627
2017-12-15 01:34:00+00:00,-0.0017126000525616942
